PUBLICATION DATE,FISCAL YEAR,MONTH,REVENUES/EXPENDITURES,DESCRIPTION,AMOUNT
20220610,2022,June,Expenditures,Intra-City Expenses,-640
20220610,2022,Post June,Revenues,General Property Taxes,-87
20220610,2022,Post June,Revenues,Other Taxes,-1035
20220610,2022,Post June,Revenues,Miscellaneous Revenues,377
20220610,2022,Post June,Revenues,Unrestricted Intgvt.  Aid,792
20220610,2022,Post June,Revenues,Intra-City Revenue,-361
20220610,2022,Post June,Revenues,Disallowances,-15
20220610,2022,Post June,Revenues,Other Categorical Grants,525
20220610,2022,Post June,Revenues,Inter-Fund Revenues,179
20220610,2022,Post June,Revenues,Federal Categorical Grants,9325
20220610,2022,Post June,Revenues,State Categorical Grants,4260
20220610,2022,Post June,Expenditures,Personal Service,3286
20220610,2022,Post June,Expenditures,Other Than Personal Service,5737
20220610,2022,Post June,Expenditures,Debt Service,0
20220610,2022,Post June,Expenditures,Capital Stabilization Reserve,0
20220610,2022,Post June,Expenditures,General Reserve,50
20220610,2022,Post June,Expenditures,Deposit to the Rainy Day Fund,700
20220610,2022,Post June,Expenditures,Intra-City Expenses,-361
20220808,2022,July,Revenues,General Property Taxes,13376
20220808,2022,July,Revenues,Other Taxes,1592
20220808,2022,July,Revenues,Miscellaneous Revenues,758
20220808,2022,July,Revenues,Unrestricted Intgvt.  Aid,0
20220808,2022,July,Revenues,Intra-City Revenue,-1
20220808,2022,July,Revenues,Disallowances,0
20220808,2022,July,Revenues,Other Categorical Grants,4
20220808,2022,July,Revenues,Inter-Fund Revenues,0
20220808,2022,July,Revenues,Federal Categorical Grants,82
20220808,2022,July,Revenues,State Categorical Grants,13
20220808,2022,July,Expenditures,Personal Service,2639
20220808,2022,July,Expenditures,Other Than Personal Service,12026
20220808,2022,July,Expenditures,Debt Service,62
20220808,2022,July,Expenditures,Capital Stabilization Reserve,0
20220808,2022,July,Expenditures,General Reserve,0
20220808,2022,July,Expenditures,Deposit to the Rainy Day Fund,0
20220808,2022,July,Expenditures,Intra-City Expenses,-1
20220808,2022,August,Revenues,General Property Taxes,188
20220808,2022,August,Revenues,Other Taxes,1642
20220808,2022,August,Revenues,Miscellaneous Revenues,532
20220808,2022,August,Revenues,Unrestricted Intgvt.  Aid,0
20220808,2022,August,Revenues,Intra-City Revenue,-19
20220808,2022,August,Revenues,Disallowances,0
20220808,2022,August,Revenues,Other Categorical Grants,116
20220808,2022,August,Revenues,Inter-Fund Revenues,0
20220808,2022,August,Revenues,Federal Categorical Grants,49
20220808,2022,August,Revenues,State Categorical Grants,0
20220808,2022,August,Expenditures,Personal Service,3487
20220808,2022,August,Expenditures,Other Than Personal Service,6083
20220808,2022,August,Expenditures,Debt Service,-1
20220808,2022,August,Expenditures,Capital Stabilization Reserve,0
20220808,2022,August,Expenditures,General Reserve,0
20220808,2022,August,Expenditures,Deposit to the Rainy Day Fund,0
20220808,2022,August,Expenditures,Intra-City Expenses,-19
20220808,2022,September,Revenues,General Property Taxes,1379
20220808,2022,September,Revenues,Other Taxes,4275
20220808,2022,September,Revenues,Miscellaneous Revenues,384
20220808,2022,September,Revenues,Unrestricted Intgvt.  Aid,0
20220808,2022,September,Revenues,Intra-City Revenue,-3
20220808,2022,September,Revenues,Disallowances,0
20220808,2022,September,Revenues,Other Categorical Grants,12
20220808,2022,September,Revenues,Inter-Fund Revenues,28
20220808,2022,September,Revenues,Federal Categorical Grants,191
20220808,2022,September,Revenues,State Categorical Grants,786
20220808,2022,September,Expenditures,Personal Service,3759
20220808,2022,September,Expenditures,Other Than Personal Service,4213
20220808,2022,September,Expenditures,Debt Service,-7
20220808,2022,September,Expenditures,Capital Stabilization Reserve,0
20220808,2022,September,Expenditures,General Reserve,0
20220808,2022,September,Expenditures,Deposit to the Rainy Day Fund,0
20220808,2022,September,Expenditures,Intra-City Expenses,-3
20220808,2022,October,Revenues,General Property Taxes,900
20220808,2022,October,Revenues,Other Taxes,2067
20220808,2022,October,Revenues,Miscellaneous Revenues,693
20220808,2022,October,Revenues,Unrestricted Intgvt.  Aid,0
20220808,2022,October,Revenues,Intra-City Revenue,-27
20220808,2022,October,Revenues,Disallowances,0
20220808,2022,October,Revenues,Other Categorical Grants,14
20220808,2022,October,Revenues,Inter-Fund Revenues,17
20220808,2022,October,Revenues,Federal Categorical Grants,236
20220808,2022,October,Revenues,State Categorical Grants,393
20220808,2022,October,Expenditures,Personal Service,3957
20220808,2022,October,Expenditures,Other Than Personal Service,2472
20220808,2022,October,Expenditures,Debt Service,-6
20220808,2022,October,Expenditures,Capital Stabilization Reserve,0
20220808,2022,October,Expenditures,General Reserve,0
20220808,2022,October,Expenditures,Deposit to the Rainy Day Fund,0
20220808,2022,October,Expenditures,Intra-City Expenses,-27
20220808,2022,November,Revenues,General Property Taxes,207
20220808,2022,November,Revenues,Other Taxes,1888
20220808,2022,November,Revenues,Miscellaneous Revenues,559
20220808,2022,November,Revenues,Unrestricted Intgvt.  Aid,0
20220808,2022,November,Revenues,Intra-City Revenue,-77
20220808,2022,November,Revenues,Disallowances,0
20220808,2022,November,Revenues,Other Categorical Grants,13
20220808,2022,November,Revenues,Inter-Fund Revenues,35
20220808,2022,November,Revenues,Federal Categorical Grants,398
20220808,2022,November,Revenues,State Categorical Grants,939
20220808,2022,November,Expenditures,Personal Service,4045
20220808,2022,November,Expenditures,Other Than Personal Service,2448
20220808,2022,November,Expenditures,Debt Service,23
20220808,2022,November,Expenditures,Capital Stabilization Reserve,0
20220808,2022,November,Expenditures,General Reserve,0
20220808,2022,November,Expenditures,Deposit to the Rainy Day Fund,0
20220808,2022,November,Expenditures,Intra-City Expenses,-77
20220808,2022,December,Revenues,General Property Taxes,7402
20220808,2022,December,Revenues,Other Taxes,4357
20220808,2022,December,Revenues,Miscellaneous Revenues,551
20220808,2022,December,Revenues,Unrestricted Intgvt.  Aid,0
20220808,2022,December,Revenues,Intra-City Revenue,-78
20220808,2022,December,Revenues,Disallowances,0
20220808,2022,December,Revenues,Other Categorical Grants,13
20220808,2022,December,Revenues,Inter-Fund Revenues,28
20220808,2022,December,Revenues,Federal Categorical Grants,417
20220808,2022,December,Revenues,State Categorical Grants,1216
20220808,2022,December,Expenditures,Personal Service,3835
20220808,2022,December,Expenditures,Other Than Personal Service,2899
20220808,2022,December,Expenditures,Debt Service,-6
20220808,2022,December,Expenditures,Capital Stabilization Reserve,0
20220808,2022,December,Expenditures,General Reserve,0
20220808,2022,December,Expenditures,Deposit to the Rainy Day Fund,0
20220808,2022,December,Expenditures,Intra-City Expenses,-78
20220808,2022,January,Revenues,General Property Taxes,3790
20220808,2022,January,Revenues,Other Taxes,4191
20220808,2022,January,Revenues,Miscellaneous Revenues,433
20220808,2022,January,Revenues,Unrestricted Intgvt.  Aid,0
20220808,2022,January,Revenues,Intra-City Revenue,-149
20220808,2022,January,Revenues,Disallowances,0
20220808,2022,January,Revenues,Other Categorical Grants,17
20220808,2022,January,Revenues,Inter-Fund Revenues,70
20220808,2022,January,Revenues,Federal Categorical Grants,364
20220808,2022,January,Revenues,State Categorical Grants,191
20220808,2022,January,Expenditures,Personal Service,4622
20220808,2022,January,Expenditures,Other Than Personal Service,3216
20220808,2022,January,Expenditures,Debt Service,207
20220808,2022,January,Expenditures,Capital Stabilization Reserve,0
20220808,2022,January,Expenditures,General Reserve,0
20220808,2022,January,Expenditures,Deposit to the Rainy Day Fund,0
20220808,2022,January,Expenditures,Intra-City Expenses,-149
20220808,2022,February,Revenues,General Property Taxes,220
20220808,2022,February,Revenues,Other Taxes,2512
20220808,2022,February,Revenues,Miscellaneous Revenues,271
20220808,2022,February,Revenues,Unrestricted Intgvt.  Aid,0
20220808,2022,February,Revenues,Intra-City Revenue,-38
20220808,2022,February,Revenues,Disallowances,0
20220808,2022,February,Revenues,Other Categorical Grants,121
20220808,2022,February,Revenues,Inter-Fund Revenues,27
20220808,2022,February,Revenues,Federal Categorical Grants,682
20220808,2022,February,Revenues,State Categorical Grants,324
20220808,2022,February,Expenditures,Personal Service,3976
20220808,2022,February,Expenditures,Other Than Personal Service,1440
20220808,2022,February,Expenditures,Debt Service,218
20220808,2022,February,Expenditures,Capital Stabilization Reserve,0
20220808,2022,February,Expenditures,General Reserve,0
20220808,2022,February,Expenditures,Deposit to the Rainy Day Fund,0
20220808,2022,February,Expenditures,Intra-City Expenses,-38
20220808,2022,March,Revenues,General Property Taxes,1161
20220808,2022,March,Revenues,Other Taxes,4527
20220808,2022,March,Revenues,Miscellaneous Revenues,590
20220808,2022,March,Revenues,Unrestricted Intgvt.  Aid,0
20220808,2022,March,Revenues,Intra-City Revenue,-235
20220808,2022,March,Revenues,Disallowances,0
20220808,2022,March,Revenues,Other Categorical Grants,21
20220808,2022,March,Revenues,Inter-Fund Revenues,76
20220808,2022,March,Revenues,Federal Categorical Grants,667
20220808,2022,March,Revenues,State Categorical Grants,4264
20220808,2022,March,Expenditures,Personal Service,3858
20220808,2022,March,Expenditures,Other Than Personal Service,1869
20220808,2022,March,Expenditures,Debt Service,164
20220808,2022,March,Expenditures,Capital Stabilization Reserve,0
20220808,2022,March,Expenditures,General Reserve,0
20220808,2022,March,Expenditures,Deposit to the Rainy Day Fund,0
20220808,2022,March,Expenditures,Intra-City Expenses,-235
20220808,2022,April,Revenues,General Property Taxes,791
20220808,2022,April,Revenues,Other Taxes,5938
20220808,2022,April,Revenues,Miscellaneous Revenues,503
20220808,2022,April,Revenues,Unrestricted Intgvt.  Aid,0
20220808,2022,April,Revenues,Intra-City Revenue,-241
20220808,2022,April,Revenues,Disallowances,0
20220808,2022,April,Revenues,Other Categorical Grants,14
20220808,2022,April,Revenues,Inter-Fund Revenues,112
20220808,2022,April,Revenues,Federal Categorical Grants,547
20220808,2022,April,Revenues,State Categorical Grants,868
20220808,2022,April,Expenditures,Personal Service,3899
20220808,2022,April,Expenditures,Other Than Personal Service,2551
20220808,2022,April,Expenditures,Debt Service,10
20220808,2022,April,Expenditures,Capital Stabilization Reserve,0
20220808,2022,April,Expenditures,General Reserve,0
20220808,2022,April,Expenditures,Deposit to the Rainy Day Fund,0
20220808,2022,April,Expenditures,Intra-City Expenses,-241
20220808,2022,May,Revenues,General Property Taxes,68
20220808,2022,May,Revenues,Other Taxes,1970
20220808,2022,May,Revenues,Miscellaneous Revenues,581
20220808,2022,May,Revenues,Unrestricted Intgvt.  Aid,0
20220808,2022,May,Revenues,Intra-City Revenue,-208
20220808,2022,May,Revenues,Disallowances,0
20220808,2022,May,Revenues,Other Categorical Grants,13
20220808,2022,May,Revenues,Inter-Fund Revenues,51
20220808,2022,May,Revenues,Federal Categorical Grants,532
20220808,2022,May,Revenues,State Categorical Grants,2352
20220808,2022,May,Expenditures,Personal Service,3932
20220808,2022,May,Expenditures,Other Than Personal Service,2079
20220808,2022,May,Expenditures,Debt Service,128
20220808,2022,May,Expenditures,Capital Stabilization Reserve,0
20220808,2022,May,Expenditures,General Reserve,0
20220808,2022,May,Expenditures,Deposit to the Rainy Day Fund,0
20220808,2022,May,Expenditures,Intra-City Expenses,-208
20220808,2022,June,Revenues,General Property Taxes,78
20220808,2022,June,Revenues,Other Taxes,4737
20220808,2022,June,Revenues,Miscellaneous Revenues,538
20220808,2022,June,Revenues,Unrestricted Intgvt.  Aid,0
20220808,2022,June,Revenues,Intra-City Revenue,-255
20220808,2022,June,Revenues,Disallowances,0
20220808,2022,June,Revenues,Other Categorical Grants,23
20220808,2022,June,Revenues,Inter-Fund Revenues,51
20220808,2022,June,Revenues,Federal Categorical Grants,833
20220808,2022,June,Revenues,State Categorical Grants,852
20220808,2022,June,Expenditures,Personal Service,8826
20220808,2022,June,Expenditures,Other Than Personal Service,2701
20220808,2022,June,Expenditures,Debt Service,5505
20220808,2022,June,Expenditures,Capital Stabilization Reserve,0
20220808,2022,June,Expenditures,General Reserve,0
20220808,2022,June,Expenditures,Deposit to the Rainy Day Fund,0
20220808,2022,June,Expenditures,Intra-City Expenses,-255
20220808,2022,Post June,Revenues,General Property Taxes,-63
20220808,2022,Post June,Revenues,Other Taxes,-626
20220808,2022,Post June,Revenues,Miscellaneous Revenues,958
20220808,2022,Post June,Revenues,Unrestricted Intgvt.  Aid,792
20220808,2022,Post June,Revenues,Intra-City Revenue,-964
20220808,2022,Post June,Revenues,Disallowances,-75
20220808,2022,Post June,Revenues,Other Categorical Grants,561
20220808,2022,Post June,Revenues,Inter-Fund Revenues,160
20220808,2022,Post June,Revenues,Federal Categorical Grants,14142
20220808,2022,Post June,Revenues,State Categorical Grants,4285
20220808,2022,Post June,Expenditures,Personal Service,3554
20220808,2022,Post June,Expenditures,Other Than Personal Service,7702
20220808,2022,Post June,Expenditures,Debt Service,0
20220808,2022,Post June,Expenditures,Capital Stabilization Reserve,0
20220808,2022,Post June,Expenditures,General Reserve,20
20220808,2022,Post June,Expenditures,Deposit to the Rainy Day Fund,1450
20220808,2022,Post June,Expenditures,Intra-City Expenses,-964
20220916,2023,July,Revenues,General Property Taxes,14153
20220916,2023,July,Revenues,Other Taxes,1928
20220916,2023,July,Revenues,Miscellaneous Revenues,705
20220916,2023,July,Revenues,Unrestricted Intgvt.  Aid,0
20220916,2023,July,Revenues,Intra-City Revenue,-1
20220916,2023,July,Revenues,Disallowances,0
20220916,2023,July,Revenues,Other Categorical Grants,8
20220916,2023,July,Revenues,Inter-Fund Revenues,0
20220916,2023,July,Revenues,Federal Categorical Grants,29
20220916,2023,July,Revenues,State Categorical Grants,1
20220916,2023,July,Expenditures,Personal Service,2616
20220916,2023,July,Expenditures,Other Than Personal Service,14320
20220916,2023,July,Expenditures,Debt Service,32
20220916,2023,July,Expenditures,Capital Stabilization Reserve,0
20220916,2023,July,Expenditures,General Reserve,0
20220916,2023,July,Expenditures,Deposit to the Rainy Day Fund,0
20220916,2023,July,Expenditures,Intra-City Expenses,-1
20220916,2023,August,Revenues,General Property Taxes,161
20220916,2023,August,Revenues,Other Taxes,1718
20220916,2023,August,Revenues,Miscellaneous Revenues,740
20220916,2023,August,Revenues,Unrestricted Intgvt.  Aid,0
20220916,2023,August,Revenues,Intra-City Revenue,-20
20220916,2023,August,Revenues,Disallowances,0
20220916,2023,August,Revenues,Other Categorical Grants,27
20220916,2023,August,Revenues,Inter-Fund Revenues,0
20220916,2023,August,Revenues,Federal Categorical Grants,132
20220916,2023,August,Revenues,State Categorical Grants,17
20220916,2023,August,Expenditures,Personal Service,2863
20220916,2023,August,Expenditures,Other Than Personal Service,4457
20220916,2023,August,Expenditures,Debt Service,6
20220916,2023,August,Expenditures,Capital Stabilization Reserve,0
20220916,2023,August,Expenditures,General Reserve,0
20220916,2023,August,Expenditures,Deposit to the Rainy Day Fund,0
20220916,2023,August,Expenditures,Intra-City Expenses,-20
20220916,2023,September,Revenues,General Property Taxes,1530
20220916,2023,September,Revenues,Other Taxes,4217
20220916,2023,September,Revenues,Miscellaneous Revenues,482
20220916,2023,September,Revenues,Unrestricted Intgvt.  Aid,0
20220916,2023,September,Revenues,Intra-City Revenue,-73
20220916,2023,September,Revenues,Disallowances,0
20220916,2023,September,Revenues,Other Categorical Grants,31
20220916,2023,September,Revenues,Inter-Fund Revenues,42
20220916,2023,September,Revenues,Federal Categorical Grants,292
20220916,2023,September,Revenues,State Categorical Grants,912
20220916,2023,September,Expenditures,Personal Service,3836
20220916,2023,September,Expenditures,Other Than Personal Service,2630
20220916,2023,September,Expenditures,Debt Service,10
20220916,2023,September,Expenditures,Capital Stabilization Reserve,0
20220916,2023,September,Expenditures,General Reserve,0
20220916,2023,September,Expenditures,Deposit to the Rainy Day Fund,0
20220916,2023,September,Expenditures,Intra-City Expenses,-73
20220916,2023,October,Revenues,General Property Taxes,927
20220916,2023,October,Revenues,Other Taxes,2193
20220916,2023,October,Revenues,Miscellaneous Revenues,852
20220916,2023,October,Revenues,Unrestricted Intgvt.  Aid,0
20220916,2023,October,Revenues,Intra-City Revenue,-153
20220916,2023,October,Revenues,Disallowances,0
20220916,2023,October,Revenues,Other Categorical Grants,34
20220916,2023,October,Revenues,Inter-Fund Revenues,38
20220916,2023,October,Revenues,Federal Categorical Grants,439
20220916,2023,October,Revenues,State Categorical Grants,486
20220916,2023,October,Expenditures,Personal Service,3945
20220916,2023,October,Expenditures,Other Than Personal Service,2904
20220916,2023,October,Expenditures,Debt Service,1
20220916,2023,October,Expenditures,Capital Stabilization Reserve,0
20220916,2023,October,Expenditures,General Reserve,0
20220916,2023,October,Expenditures,Deposit to the Rainy Day Fund,0
20220916,2023,October,Expenditures,Intra-City Expenses,-153
20220916,2023,November,Revenues,General Property Taxes,181
20220916,2023,November,Revenues,Other Taxes,1935
20220916,2023,November,Revenues,Miscellaneous Revenues,683
20220916,2023,November,Revenues,Unrestricted Intgvt.  Aid,0
20220916,2023,November,Revenues,Intra-City Revenue,-89
20220916,2023,November,Revenues,Disallowances,0
20220916,2023,November,Revenues,Other Categorical Grants,32
20220916,2023,November,Revenues,Inter-Fund Revenues,25
20220916,2023,November,Revenues,Federal Categorical Grants,372
20220916,2023,November,Revenues,State Categorical Grants,940
20220916,2023,November,Expenditures,Personal Service,3905
20220916,2023,November,Expenditures,Other Than Personal Service,2466
20220916,2023,November,Expenditures,Debt Service,46
20220916,2023,November,Expenditures,Capital Stabilization Reserve,0
20220916,2023,November,Expenditures,General Reserve,0
20220916,2023,November,Expenditures,Deposit to the Rainy Day Fund,0
20220916,2023,November,Expenditures,Intra-City Expenses,-89
20220916,2023,December,Revenues,General Property Taxes,8112
20220916,2023,December,Revenues,Other Taxes,5343
20220916,2023,December,Revenues,Miscellaneous Revenues,670
20220916,2023,December,Revenues,Unrestricted Intgvt.  Aid,0
20220916,2023,December,Revenues,Intra-City Revenue,-214
20220916,2023,December,Revenues,Disallowances,0
20220916,2023,December,Revenues,Other Categorical Grants,34
20220916,2023,December,Revenues,Inter-Fund Revenues,27
20220916,2023,December,Revenues,Federal Categorical Grants,626
20220916,2023,December,Revenues,State Categorical Grants,1283
20220916,2023,December,Expenditures,Personal Service,4729
20220916,2023,December,Expenditures,Other Than Personal Service,2423
20220916,2023,December,Expenditures,Debt Service,97
20220916,2023,December,Expenditures,Capital Stabilization Reserve,0
20220916,2023,December,Expenditures,General Reserve,0
20220916,2023,December,Expenditures,Deposit to the Rainy Day Fund,0
20220916,2023,December,Expenditures,Intra-City Expenses,-214
20220916,2023,January,Revenues,General Property Taxes,3793
20220916,2023,January,Revenues,Other Taxes,4155
20220916,2023,January,Revenues,Miscellaneous Revenues,674
20220916,2023,January,Revenues,Unrestricted Intgvt.  Aid,0
20220916,2023,January,Revenues,Intra-City Revenue,-250
20220916,2023,January,Revenues,Disallowances,0
20220916,2023,January,Revenues,Other Categorical Grants,39
20220916,2023,January,Revenues,Inter-Fund Revenues,107
20220916,2023,January,Revenues,Federal Categorical Grants,712
20220916,2023,January,Revenues,State Categorical Grants,249
20220916,2023,January,Expenditures,Personal Service,4133
20220916,2023,January,Expenditures,Other Than Personal Service,3087
20220916,2023,January,Expenditures,Debt Service,485
20220916,2023,January,Expenditures,Capital Stabilization Reserve,0
20220916,2023,January,Expenditures,General Reserve,0
20220916,2023,January,Expenditures,Deposit to the Rainy Day Fund,0
20220916,2023,January,Expenditures,Intra-City Expenses,-250
20220916,2023,February,Revenues,General Property Taxes,141
20220916,2023,February,Revenues,Other Taxes,2129
20220916,2023,February,Revenues,Miscellaneous Revenues,291
20220916,2023,February,Revenues,Unrestricted Intgvt.  Aid,0
20220916,2023,February,Revenues,Intra-City Revenue,-89
20220916,2023,February,Revenues,Disallowances,0
20220916,2023,February,Revenues,Other Categorical Grants,30
20220916,2023,February,Revenues,Inter-Fund Revenues,27
20220916,2023,February,Revenues,Federal Categorical Grants,481
20220916,2023,February,Revenues,State Categorical Grants,278
20220916,2023,February,Expenditures,Personal Service,3883
20220916,2023,February,Expenditures,Other Than Personal Service,1960
20220916,2023,February,Expenditures,Debt Service,394
20220916,2023,February,Expenditures,Capital Stabilization Reserve,0
20220916,2023,February,Expenditures,General Reserve,0
20220916,2023,February,Expenditures,Deposit to the Rainy Day Fund,0
20220916,2023,February,Expenditures,Intra-City Expenses,-89
20220916,2023,March,Revenues,General Property Taxes,1278
20220916,2023,March,Revenues,Other Taxes,4095
20220916,2023,March,Revenues,Miscellaneous Revenues,474
20220916,2023,March,Revenues,Unrestricted Intgvt.  Aid,0
20220916,2023,March,Revenues,Intra-City Revenue,-140
20220916,2023,March,Revenues,Disallowances,0
20220916,2023,March,Revenues,Other Categorical Grants,32
20220916,2023,March,Revenues,Inter-Fund Revenues,62
20220916,2023,March,Revenues,Federal Categorical Grants,916
20220916,2023,March,Revenues,State Categorical Grants,4444
20220916,2023,March,Expenditures,Personal Service,3957
20220916,2023,March,Expenditures,Other Than Personal Service,2180
20220916,2023,March,Expenditures,Debt Service,399
20220916,2023,March,Expenditures,Capital Stabilization Reserve,0
20220916,2023,March,Expenditures,General Reserve,0
20220916,2023,March,Expenditures,Deposit to the Rainy Day Fund,0
20220916,2023,March,Expenditures,Intra-City Expenses,-140
20220916,2023,April,Revenues,General Property Taxes,725
20220916,2023,April,Revenues,Other Taxes,2579
20220916,2023,April,Revenues,Miscellaneous Revenues,347
20220916,2023,April,Revenues,Unrestricted Intgvt.  Aid,0
20220916,2023,April,Revenues,Intra-City Revenue,-157
20220916,2023,April,Revenues,Disallowances,0
20220916,2023,April,Revenues,Other Categorical Grants,35
20220916,2023,April,Revenues,Inter-Fund Revenues,116
20220916,2023,April,Revenues,Federal Categorical Grants,994
20220916,2023,April,Revenues,State Categorical Grants,936
20220916,2023,April,Expenditures,Personal Service,3899
20220916,2023,April,Expenditures,Other Than Personal Service,2432
20220916,2023,April,Expenditures,Debt Service,313
20220916,2023,April,Expenditures,Capital Stabilization Reserve,0
20220916,2023,April,Expenditures,General Reserve,0
20220916,2023,April,Expenditures,Deposit to the Rainy Day Fund,0
20220916,2023,April,Expenditures,Intra-City Expenses,-157
20220916,2023,May,Revenues,General Property Taxes,45
20220916,2023,May,Revenues,Other Taxes,1805
20220916,2023,May,Revenues,Miscellaneous Revenues,419
20220916,2023,May,Revenues,Unrestricted Intgvt.  Aid,0
20220916,2023,May,Revenues,Intra-City Revenue,-83
20220916,2023,May,Revenues,Disallowances,0
20220916,2023,May,Revenues,Other Categorical Grants,34
20220916,2023,May,Revenues,Inter-Fund Revenues,45
20220916,2023,May,Revenues,Federal Categorical Grants,899
20220916,2023,May,Revenues,State Categorical Grants,1981
20220916,2023,May,Expenditures,Personal Service,3929
20220916,2023,May,Expenditures,Other Than Personal Service,2271
20220916,2023,May,Expenditures,Debt Service,377
20220916,2023,May,Expenditures,Capital Stabilization Reserve,0
20220916,2023,May,Expenditures,General Reserve,0
20220916,2023,May,Expenditures,Deposit to the Rainy Day Fund,0
20220916,2023,May,Expenditures,Intra-City Expenses,-83
20220916,2023,June,Revenues,General Property Taxes,165
20220916,2023,June,Revenues,Other Taxes,4288
20220916,2023,June,Revenues,Miscellaneous Revenues,590
20220916,2023,June,Revenues,Unrestricted Intgvt.  Aid,0
20220916,2023,June,Revenues,Intra-City Revenue,-321
20220916,2023,June,Revenues,Disallowances,0
20220916,2023,June,Revenues,Other Categorical Grants,393
20220916,2023,June,Revenues,Inter-Fund Revenues,56
20220916,2023,June,Revenues,Federal Categorical Grants,791
20220916,2023,June,Revenues,State Categorical Grants,1103
20220916,2023,June,Expenditures,Personal Service,7239
20220916,2023,June,Expenditures,Other Than Personal Service,2498
20220916,2023,June,Expenditures,Debt Service,271
20220916,2023,June,Expenditures,Capital Stabilization Reserve,0
20220916,2023,June,Expenditures,General Reserve,0
20220916,2023,June,Expenditures,Deposit to the Rainy Day Fund,0
20220916,2023,June,Expenditures,Intra-City Expenses,-321
20220916,2023,Post June,Revenues,General Property Taxes,66
20220916,2023,Post June,Revenues,Other Taxes,87
20220916,2023,Post June,Revenues,Miscellaneous Revenues,384
20220916,2023,Post June,Revenues,Unrestricted Intgvt.  Aid,252
20220916,2023,Post June,Revenues,Intra-City Revenue,-384
20220916,2023,Post June,Revenues,Disallowances,-15
20220916,2023,Post June,Revenues,Other Categorical Grants,300
20220916,2023,Post June,Revenues,Inter-Fund Revenues,191
20220916,2023,Post June,Revenues,Federal Categorical Grants,2601
20220916,2023,Post June,Revenues,State Categorical Grants,4122
20220916,2023,Post June,Expenditures,Personal Service,3996
20220916,2023,Post June,Expenditures,Other Than Personal Service,2304
20220916,2023,Post June,Expenditures,Debt Service,0
20220916,2023,Post June,Expenditures,Capital Stabilization Reserve,250
20220916,2023,Post June,Expenditures,General Reserve,1555
20220916,2023,Post June,Expenditures,Deposit to the Rainy Day Fund,0
20220916,2023,Post June,Expenditures,Intra-City Expenses,-384
20221007,2023,July,Revenues,General Property Taxes,14153
20221007,2023,July,Revenues,Other Taxes,1928
20221007,2023,July,Revenues,Miscellaneous Revenues,705
20221007,2023,July,Revenues,Unrestricted Intgvt.  Aid,0
20221007,2023,July,Revenues,Intra-City Revenue,-1
20221007,2023,July,Revenues,Disallowances,0
20221007,2023,July,Revenues,Other Categorical Grants,8
20221007,2023,July,Revenues,Inter-Fund Revenues,0
20221007,2023,July,Revenues,Federal Categorical Grants,29
20221007,2023,July,Revenues,State Categorical Grants,1
20221007,2023,July,Expenditures,Personal Service,2616
20221007,2023,July,Expenditures,Other Than Personal Service,14320
20221007,2023,July,Expenditures,Debt Service,32
20221007,2023,July,Expenditures,Capital Stabilization Reserve,0
20221007,2023,July,Expenditures,General Reserve,0
20221007,2023,July,Expenditures,Deposit to the Rainy Day Fund,0
20221007,2023,July,Expenditures,Intra-City Expenses,-1
20221007,2023,August,Revenues,General Property Taxes,276
20221007,2023,August,Revenues,Other Taxes,1929
20221007,2023,August,Revenues,Miscellaneous Revenues,965
20221007,2023,August,Revenues,Unrestricted Intgvt.  Aid,0
20221007,2023,August,Revenues,Intra-City Revenue,-3
20221007,2023,August,Revenues,Disallowances,0
20221007,2023,August,Revenues,Other Categorical Grants,6
20221007,2023,August,Revenues,Inter-Fund Revenues,0
20221007,2023,August,Revenues,Federal Categorical Grants,96
20221007,2023,August,Revenues,State Categorical Grants,10
20221007,2023,August,Expenditures,Personal Service,2814
20221007,2023,August,Expenditures,Other Than Personal Service,6046
20221007,2023,August,Expenditures,Debt Service,-9
20221007,2023,August,Expenditures,Capital Stabilization Reserve,0
20221007,2023,August,Expenditures,General Reserve,0
20221007,2023,August,Expenditures,Deposit to the Rainy Day Fund,0
20221007,2023,August,Expenditures,Intra-City Expenses,-3
20221007,2023,September,Revenues,General Property Taxes,1530
20221007,2023,September,Revenues,Other Taxes,4217
20221007,2023,September,Revenues,Miscellaneous Revenues,481
20221007,2023,September,Revenues,Unrestricted Intgvt.  Aid,0
20221007,2023,September,Revenues,Intra-City Revenue,-74
20221007,2023,September,Revenues,Disallowances,0
20221007,2023,September,Revenues,Other Categorical Grants,31
20221007,2023,September,Revenues,Inter-Fund Revenues,42
20221007,2023,September,Revenues,Federal Categorical Grants,298
20221007,2023,September,Revenues,State Categorical Grants,913
20221007,2023,September,Expenditures,Personal Service,3836
20221007,2023,September,Expenditures,Other Than Personal Service,2400
20221007,2023,September,Expenditures,Debt Service,10
20221007,2023,September,Expenditures,Capital Stabilization Reserve,0
20221007,2023,September,Expenditures,General Reserve,0
20221007,2023,September,Expenditures,Deposit to the Rainy Day Fund,0
20221007,2023,September,Expenditures,Intra-City Expenses,-74
20221007,2023,October,Revenues,General Property Taxes,927
20221007,2023,October,Revenues,Other Taxes,2193
20221007,2023,October,Revenues,Miscellaneous Revenues,737
20221007,2023,October,Revenues,Unrestricted Intgvt.  Aid,0
20221007,2023,October,Revenues,Intra-City Revenue,-155
20221007,2023,October,Revenues,Disallowances,0
20221007,2023,October,Revenues,Other Categorical Grants,34
